"title","type","release_year","age_certification","runtime","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","main_genre","country"
"Road to Perdition","MOVIE",2002,"R",117,NA,7.7,263212,17.73,7.4,"thriller","USA"
"Naruto","SHOW",2002,"TV-PG",23,6,8.4,93980,362.73,8.4,"scifi","Japan"
"Blow","MOVIE",2001,"R",124,NA,7.5,255099,19.789,7.4,"drama","USA"
"Shooter","MOVIE",2007,"R",124,NA,7.2,329417,42.882,7.1,"thriller","USA"
"Big Fish","MOVIE",2003,"PG-13",125,NA,8,435503,21.904,7.8,"drama","USA"
"The Bourne Ultimatum","MOVIE",2007,"PG-13",115,NA,8,627009,25.464,7.4,"thriller","Germany"
"Public Enemies","MOVIE",2009,"R",143,NA,7,297525,111.535,6.7,"crime","USA"
"America's Next Top Model","SHOW",2003,"TV-14",44,24,5.6,17843,12.812,5.3,"reality","USA"
"Sherlock Holmes","MOVIE",2009,"PG-13",129,NA,7.6,620154,28.317,7.2,"crime","UK"
"Love Actually","MOVIE",2003,"R",139,NA,7.6,474176,21.297,7.1,"drama","UK"
"Closer","MOVIE",2004,"R",94,NA,7.2,215678,55.362,6.8,"drama","UK"
"Chappelle's Show","SHOW",2003,"TV-14",21,3,8.8,62140,13.557,8.1,"comedy","USA"
"Something's Gotta Give","MOVIE",2003,"PG-13",128,NA,6.7,120400,15.068,6.6,"romance","USA"
"Grown Ups","MOVIE",2010,"PG-13",102,NA,5.9,247229,95.229,6.3,"comedy","USA"
"The Blind Side","MOVIE",2009,"PG-13",129,NA,7.6,323939,63.816,7.7,"drama","USA"
"Quantum of Solace","MOVIE",2008,"PG-13",106,NA,6.6,441023,30.147,6.3,"thriller","UK"
"The Ring","MOVIE",2002,"PG-13",111,NA,7.1,341888,37.892,6.6,"horror","Japan"
"Trailer Park Boys","SHOW",2001,"TV-MA",25,12,8.6,41791,26.26,8,"comedy","Canada"
"Into the Wild","MOVIE",2007,"R",140,NA,8.1,611379,15.658,7.8,"drama","USA"
"True Grit","MOVIE",2010,"PG-13",110,NA,7.6,333378,16.059,7.3,"western","USA"
"Blade Runner: The Final Cut","MOVIE",2007,"R",117,NA,NA,NA,0.055091,9,"action","USA"
"Rambo","MOVIE",2008,"R",92,NA,7,228799,58.435,6.6,"thriller","USA"
"Stardust","MOVIE",2007,"PG-13",122,NA,7.6,269043,17.538,7.2,"fantasy","USA"
"Borgen","SHOW",2010,"TV-MA",58,4,8.5,23523,21.761,8.1,"drama","Other"
"The Last Samurai","MOVIE",2003,"R",154,NA,7.8,429097,33.643,7.5,"drama","Other"
"iCarly","SHOW",2007,"TV-G",26,6,6.7,38281,96.149,8,"comedy","USA"
"Victorious","SHOW",2010,"TV-G",25,4,6.9,24224,76.049,8.2,"comedy","USA"
"The Book of Eli","MOVIE",2010,"R",118,NA,6.8,312538,25.45,6.8,"thriller","USA"
"Identity","MOVIE",2003,"R",90,NA,7.3,240433,16.442,7.2,"thriller","USA"
"Merlin","SHOW",2008,"TV-PG",44,5,7.9,80138,123.15,7.9,"action","UK"
"Apocalypse Now Redux","MOVIE",2001,"R",196,NA,NA,NA,4.147341,9.8,"drama","USA"
"Shrek Forever After","MOVIE",2010,"PG",93,NA,6.3,200354,89.833,6.3,"fantasy","USA"
"Hairspray","MOVIE",2007,"PG",117,NA,6.7,128190,11.48,6.7,"comedy","USA"
"Corpse Bride","MOVIE",2005,"PG",77,NA,7.3,265023,96.975,7.5,"fantasy","USA"
"Let Me In","MOVIE",2010,"R",116,NA,7.1,120208,24.49,6.8,"horror","UK"
"Monster","MOVIE",2003,"R",110,NA,7.3,149218,16.951,7.2,"crime","USA"
"Without a Paddle","MOVIE",2004,"PG-13",95,NA,5.8,47049,13.29,5.5,"thriller","USA"
"Once Upon a Time in Mexico","MOVIE",2003,"R",102,NA,6.3,160449,14.895,6.3,"drama","USA"
"Cloudy with a Chance of Meatballs","MOVIE",2009,"PG",90,NA,6.9,226225,54.58,6.6,"animation","USA"
"Offspring","SHOW",2010,NA,44,7,8.3,4764,8.297,7,"drama","Australia"
"Blade II","MOVIE",2002,"R",117,NA,6.7,214461,50.32,6.5,"thriller","USA"
"Chloe","MOVIE",2009,"R",99,NA,6.3,72916,10.688,6,"thriller","USA"
"Blood Diamond","MOVIE",2006,"R",143,NA,8,536858,40.209,7.5,"thriller","USA"
"The Lake House","MOVIE",2006,"PG",105,NA,6.8,148043,15.36,6.9,"drama","USA"
"Terminator 3: Rise of the Machines","MOVIE",2003,"R",109,NA,6.3,393998,38.918,6.1,"thriller","UK"
"Beerfest","MOVIE",2006,"R",110,NA,6.2,67748,12.377,6,"comedy","USA"
"Heist","MOVIE",2001,"R",107,NA,6.5,36361,12.634,6.3,"thriller","USA"
"Catch and Release","MOVIE",2006,"PG-13",111,NA,5.9,26157,9.67,5.9,"romance","USA"
"Just Like Heaven","MOVIE",2005,"PG-13",95,NA,6.7,106755,12.741,6.9,"drama","USA"
"Gurren Lagann","SHOW",2007,"TV-14",24,1,8.3,17024,22.238,8.2,"scifi","Japan"
"Four Brothers","MOVIE",2005,"R",109,NA,6.8,144656,28.154,6.7,"crime","USA"
"John Q","MOVIE",2002,"PG-13",116,NA,7,131999,17.663,7.2,"drama","USA"
"Not Another Teen Movie","MOVIE",2001,"R",89,NA,5.7,104604,27.273,5.8,"comedy","USA"
"21","MOVIE",2008,"PG-13",123,NA,6.8,247039,40.786,6.7,"drama","USA"
"Code Geass: Lelouch of the Rebellion","SHOW",2006,"TV-14",24,3,8.7,62367,36.627,8.5,"scifi","Japan"
"Terminator Salvation","MOVIE",2009,"PG-13",110,NA,6.5,357557,72.272,6,"thriller","USA"
"Deck the Halls","MOVIE",2006,"PG",93,NA,5,27797,13.817,5.5,"comedy","USA"
"The Girl Next Door","MOVIE",2007,"R",91,NA,6.5,26035,13.823,6.6,"thriller","USA"
"The Cat in the Hat","MOVIE",2003,"PG",81,NA,4,81971,69.974,5.3,"fantasy","USA"
"Jackass 2.5","MOVIE",2007,NA,64,NA,NA,NA,20.424,6.1,"documentation","USA"
"Final Destination 3","MOVIE",2006,"R",93,NA,5.8,139797,50.649,6.1,"horror","Canada"
"Thir13en Ghosts","MOVIE",2001,"R",91,NA,5.6,86492,46.785,6.2,"thriller","Canada"
"The One","MOVIE",2001,"PG-13",87,NA,5.9,91584,21.013,6.1,"scifi","USA"
"Happy Feet","MOVIE",2006,"PG",108,NA,6.4,182612,76.506,6.1,"comedy","Australia"
"Ip Man","MOVIE",2008,"R",108,NA,8,221095,20.113,7.7,"drama","Other"
"Coach Carter","MOVIE",2005,"PG-13",130,NA,7.3,143670,26.022,7.5,"drama","USA"
"Blade: Trinity","MOVIE",2004,"R",106,NA,5.8,175210,34.514,5.9,"action","USA"
"Monster-in-Law","MOVIE",2005,"PG-13",101,NA,5.5,60693,18.681,6.2,"romance","USA"
"Halloween","MOVIE",2007,"R",109,NA,6,118815,30.617,6.2,"horror","USA"
"How Do You Know","MOVIE",2010,"PG-13",121,NA,5.4,49599,11.864,5.3,"drama","USA"
"The Sweetest Thing","MOVIE",2002,"R",84,NA,5.1,58516,11.061,5.5,"comedy","USA"
"The Final Destination","MOVIE",2009,"R",82,NA,5.1,104166,51.108,5.6,"horror","USA"
"The Other Boleyn Girl","MOVIE",2008,"PG-13",115,NA,6.7,111694,18.67,6.6,"romance","UK"
"Friday the 13th","MOVIE",2009,"R",97,NA,5.5,105938,42.83,5.8,"horror","USA"
"The Bucket List","MOVIE",2007,"PG-13",97,NA,7.4,242733,19.365,7.2,"drama","USA"
"Freddy vs. Jason","MOVIE",2003,"R",97,NA,5.7,117986,50.824,6,"horror","Italy"
"Transformers: Prime","SHOW",2010,"TV-Y7",22,4,7.9,6500,31.514,8,"action","USA"
"Memoirs of a Geisha","MOVIE",2005,"PG-13",145,NA,7.3,146847,25.556,7.7,"drama","France"
"A Nightmare on Elm Street","MOVIE",2010,"R",95,NA,5.2,99192,46.304,5.5,"horror","USA"
"Body of Lies","MOVIE",2008,"R",128,NA,7.1,224896,16.693,6.6,"drama","UK"
"A Cinderella Story","MOVIE",2004,"PG",95,NA,5.9,86395,31.774,6.5,"romance","Canada"
"The Mole","SHOW",2001,"TV-14",52,5,7.6,1104,4.376,7.8,"reality","USA"
"Osmosis Jones","MOVIE",2001,"PG",95,NA,6.3,35711,14.652,6.5,"animation","USA"
"Scary Movie 4","MOVIE",2006,"PG-13",83,NA,5.1,120188,45.906,5.5,"comedy","USA"
"The Texas Chainsaw Massacre","MOVIE",2003,"R",98,NA,6.2,140741,73.702,6.2,"horror","USA"
"Fun with Dick and Jane","MOVIE",2005,"PG-13",90,NA,6.1,143998,15.505,6.2,"comedy","USA"
"TMNT","MOVIE",2007,"PG",87,NA,6.2,64062,22.181,6.1,"animation","USA"
"Due Date","MOVIE",2010,"R",95,NA,6.5,339626,31.661,6.3,"drama","USA"
"Cop Out","MOVIE",2010,"R",107,NA,5.5,87673,10.863,5.6,"comedy","USA"
"The 4400","SHOW",2004,"TV-14",44,4,7.3,44971,21.12,7.2,"scifi","USA"
"Still Game","SHOW",2002,"TV-14",29,9,8.9,7539,5.171,8.3,"comedy","UK"
"3 Idiots","MOVIE",2009,"PG-13",170,NA,8.4,385782,49.398,8,"comedy","India"
"Midnight Diner","SHOW",2009,"TV-MA",27,5,8.6,2110,15.027,7.8,"drama","Japan"
"H2O: Just Add Water","SHOW",2006,"TV-PG",25,3,7.2,14782,21.417,7.8,"drama","Australia"
"Black Butler","SHOW",2008,"TV-MA",25,3,8.3,1856,27.454,7.6,"scifi","Japan"
"Octonauts","SHOW",2010,"TV-Y",15,6,7.6,1049,39.732,7.2,"action","UK"
"New York Minute","MOVIE",2004,"PG",87,NA,4.8,23307,10.357,6.2,"comedy","USA"
"Strawberry Shortcake","SHOW",2003,"TV-Y",23,4,7,13,26.42,6.6,"animation","USA"
"Total Drama Island","SHOW",2007,"TV-PG",23,6,7.4,10523,16.775,7.3,"action","Canada"
"Dreamer: Inspired By a True Story","MOVIE",2005,"PG",106,NA,6.8,13034,10.751,6.9,"drama","USA"
"Monster House","MOVIE",2006,"PG",91,NA,6.6,114942,47.456,6.6,"fantasy","USA"
"Starsky & Hutch","MOVIE",2004,"PG-13",101,NA,6.1,145981,14.252,5.8,"comedy","USA"
"Tears of the Sun","MOVIE",2003,"R",121,NA,6.6,121066,33.904,6.8,"drama","USA"
"Boys Over Flowers","SHOW",2009,"TV-14",64,1,7.9,11579,75.209,8.3,"comedy","Korea"
"Winx Club","SHOW",2004,"TV-G",23,8,6.2,6700,25.162,8.2,"action","Italy"
"The Cave","MOVIE",2005,"PG-13",97,NA,5.1,38445,15.813,5.3,"horror","Germany"
"Big Time Rush","SHOW",2009,"TV-G",25,4,6.3,12046,65.327,8.8,"comedy","USA"
"The Texas Chainsaw Massacre: The Beginning","MOVIE",2006,"R",91,NA,5.8,72366,63.011,6.1,"horror","USA"
"I Am Sam","MOVIE",2001,"PG-13",132,NA,7.6,149082,18.529,7.6,"drama","USA"
"The Spiderwick Chronicles","MOVIE",2008,"PG",96,NA,6.5,94628,30.838,6.6,"fantasy","USA"
"Rumor Has It...","MOVIE",2005,"PG-13",97,NA,5.5,57894,13.404,5.6,"comedy","USA"
"Dead Set","SHOW",2008,"TV-MA",141,1,7.6,19684,9.747,7.3,"scifi","UK"
"Toradora!","SHOW",2008,"TV-14",30,2,8,14307,28.197,8.5,"animation","Japan"
"I Now Pronounce You Chuck & Larry","MOVIE",2007,"PG-13",115,NA,5.9,146625,46.06,6,"comedy","USA"
"Metallica: Some Kind of Monster","SHOW",2004,"TV-MA",84,1,NA,NA,0.6,NA,"western","USA"
"World Trade Center","MOVIE",2006,"PG-13",129,NA,6,83129,15.774,6.1,"thriller","USA"
"Premonition","MOVIE",2007,"PG-13",96,NA,5.9,78119,18.308,6.3,"thriller","USA"
"Shaun the Sheep","SHOW",2007,"TV-G",7,6,8,25,24.246,7.9,"animation","UK"
"Eagle Eye","MOVIE",2008,"PG-13",118,NA,6.6,185430,14.168,6.4,"thriller","USA"
"The Contractor","MOVIE",2007,"R",105,NA,NA,NA,12.99,5.6,"thriller","Other"
"Lagaan: Once Upon a Time in India","MOVIE",2001,"PG",224,NA,8.1,111053,7.249,7.3,"drama","India"
"The Men Who Stare at Goats","MOVIE",2009,"R",94,NA,6.2,131564,17.344,6,"comedy","UK"
"Scare Tactics","SHOW",2003,"TV-14",22,5,6.7,2512,3.501,6.5,"comedy","USA"
"Friends with Money","MOVIE",2006,"R",88,NA,5.8,30186,11.389,5.1,"romance","USA"
"Legend of the Guardians: The Owls of Ga'Hoole","MOVIE",2010,"PG",100,NA,6.9,82623,21.915,6.8,"fantasy","USA"
"Kath & Kim","SHOW",2002,NA,24,4,8.3,4168,5.863,7.5,"comedy","Australia"
"Good Luck Chuck","MOVIE",2007,NA,101,NA,5.6,89755,23.64,5.9,"comedy","Canada"
"Pocoyo","SHOW",2005,"TV-G",11,4,3.9,93,21.257,7.1,"animation","Spain"
"Louis C.K.: Hilarious","MOVIE",2010,NA,84,NA,8.4,11973,7.387,7.9,"comedy","USA"
"Death at a Funeral","MOVIE",2010,"R",92,NA,5.6,49599,11.687,5.8,"comedy","USA"
"Gifted Hands: The Ben Carson Story","MOVIE",2009,NA,86,NA,7.6,10210,36.942,7.8,"drama","USA"
"The Game","SHOW",2006,"TV-14",22,10,6.6,4417,7.989,8.4,"comedy","USA"
"No Direction Home: Bob Dylan","MOVIE",2005,"G",208,NA,NA,NA,8.676,7.7,"music","UK"
"Angel Beats!","SHOW",2010,"TV-14",26,1,7.7,13848,19.033,8,"scifi","Japan"
"Blood and Bone","MOVIE",2009,"R",93,NA,6.7,33051,26.858,7.4,"thriller","USA"
"Ip Man 2","MOVIE",2010,"R",108,NA,7.5,103673,3.156,7.4,"drama","China"
"Masha and the Bear","SHOW",2009,"TV-Y",6,5,7.6,3114,41.69,6.9,"comedy","Other"
"Like Stars on Earth","MOVIE",2007,"PG",165,NA,8.3,188234,12.931,8,"drama","India"
"Monty Python: Almost the Truth (The Lawyer's Cut)","SHOW",2009,"TV-MA",55,1,8.1,1740,3.829,7.9,"comedy","USA"
"The Legend of Bruce Lee","SHOW",2008,NA,45,1,7,1422,13.767,5.8,"action","China"
"Ouran High School Host Club","SHOW",2006,"TV-14",23,1,8.2,9763,15.959,8.4,"comedy","Japan"
"Felon","MOVIE",2008,"R",103,NA,7.4,78039,12.24,7.2,"crime","USA"
"The Ultimatum","SHOW",2009,"TV-14",44,1,5.4,6,1.915,NA,"drama","Other"
"Mobile Suit Gundam Unicorn","SHOW",2010,"TV-14",35,2,7.8,1291,14.729,7.8,"action","Japan"
"Stuart Little 2","MOVIE",2002,"G",78,NA,5.5,53746,32.09,5.7,"comedy","USA"
"Johnny Test","SHOW",2005,"TV-Y7",18,6,5.1,8172,15.75,5.6,"comedy","Canada"
"Code Lyoko","SHOW",2003,"TV-G",24,5,7.3,5109,22.785,7.7,"action","France"
"Did You Hear About the Morgans?","MOVIE",2009,"PG-13",103,NA,4.9,40289,8.795,5.4,"comedy","USA"
"Iris","SHOW",2009,"TV-14",61,2,7.8,1951,9.565,7.8,"action","Korea"
"DreamWorks Shrek's Swamp Stories","SHOW",2010,"TV-PG",24,1,6.5,330,6.803,8.5,"horror","USA"
"Ben & Holly's Little Kingdom","SHOW",2009,"TV-G",14,3,7.5,1222,18.311,6.6,"comedy","UK"
"The Garfield Show","SHOW",2009,"TV-G",17,5,5.3,2499,19.716,5.3,"animation","USA"
"Chaos","MOVIE",2005,"R",106,NA,6.4,54633,27.157,6.3,"action","UK"
"Wakfu","SHOW",2008,"TV-Y7",22,3,8.1,1469,48.59,8.9,"action","France"
"Katt Williams: The Pimp Chronicles Pt. 1","MOVIE",2006,NA,46,NA,7.6,1780,2.581,6.3,"comedy","USA"
"Initial D","MOVIE",2005,NA,107,NA,6.3,8536,15.248,6.7,"drama","Other"
"Comedian","MOVIE",2002,"R",82,NA,6.9,6948,5.927,6.7,"comedy","USA"
"Delta Farce","MOVIE",2007,"PG-13",90,NA,3.6,11138,8.685,5,"action","USA"
"One Piece: Strong World","MOVIE",2009,"PG-13",114,NA,7.5,5382,25.322,7.5,"fantasy","Japan"
"Christmas with the Kranks","MOVIE",2004,"PG",99,NA,5.4,49090,13.399,6.1,"comedy","USA"
"Dinosaur King","SHOW",2007,NA,21,2,5.6,720,30.681,8.2,"action","Japan"
"Love Happens","MOVIE",2009,"PG-13",109,NA,5.6,32837,14.783,5.9,"drama","Canada"
"Vampire Knight","SHOW",2008,"TV-14",25,2,7.3,5172,16.465,8.4,"scifi","Japan"
"Den-noh Coil","SHOW",2007,"TV-Y7",25,1,7.9,863,11.511,8.1,"scifi","Japan"
"Zig and Sharko","SHOW",2010,NA,9,3,6.8,644,54.353,5.8,"comedy","France"
"Even the Rain","MOVIE",2010,NA,104,NA,7.4,13446,11.922,6.9,"drama","Spain"
"Population 436","MOVIE",2006,"R",88,NA,NA,NA,6.915,5.8,"horror","Canada"
"Kabhi Khushi Kabhie Gham","MOVIE",2001,"G",210,NA,7.4,48818,8.47,7.9,"drama","India"
"Naruto Shippuden the Movie","MOVIE",2007,"PG-13",94,NA,6.7,4016,224.494,7.2,"fantasy","Japan"
"Open Season 2","MOVIE",2008,"PG",76,NA,NA,NA,18.986,5.8,"comedy","USA"
"Trailer Park Boys: The Movie","MOVIE",2006,"R",95,NA,7.1,12831,8.687,6.7,"comedy","Canada"
"Jeff Dunham: Arguing with Myself","MOVIE",2006,"PG-13",76,NA,8,3984,4.891,6.7,"comedy","USA"
"From Within","MOVIE",2008,"R",89,NA,5.6,7585,9.543,5.6,"thriller","USA"
"Jodhaa Akbar","MOVIE",2008,"PG-13",213,NA,7.5,32188,7.96,7.4,"romance","India"
"And Then Came Lola","MOVIE",2009,"PG",71,NA,3.9,1683,5.896,5.4,"comedy","USA"
"One on One","SHOW",2001,"TV-14",20,5,7,2303,5.453,7.9,"comedy","USA"
"Om Shanti Om","MOVIE",2007,"PG",162,NA,6.7,42597,9.639,7,"comedy","India"
"Jab We Met","MOVIE",2007,"PG-13",138,NA,7.9,51945,10.991,7.4,"comedy","India"
"The Cartel","SHOW",2008,"TV-MA",44,2,8.1,755,208.108,7.5,"action","Other"
"Te quiero","MOVIE",2001,NA,85,NA,4.8,73,1.583,2,"drama","France"
"Bon Cop Bad Cop","MOVIE",2006,"PG-13",116,NA,6.5,61,5.868,6.4,"crime","Canada"
"Naruto: Ninja Clash in the Land of Snow","MOVIE",2004,"PG-13",82,NA,6.6,6759,45.425,7.2,"comedy","Japan"
"The Mafia Dolls","SHOW",2009,"TV-14",43,2,6.6,284,29.715,7.4,"drama","Other"
"Horrid Henry","SHOW",2006,NA,12,5,6.3,912,2.273,7.5,"comedy","UK"
"I Will Follow","MOVIE",2010,"PG-13",76,NA,5.9,865,4.098,5.7,"drama","USA"
"Alpha and Omega","MOVIE",2010,"PG",88,NA,5.1,14272,16.15,5.8,"animation","India"
"One Piece: The Desert Princess and the Pirates: Adventure in Alabasta","MOVIE",2007,"PG-13",90,NA,6.9,1611,23.07,6.7,"drama","Japan"
"Bo on the Go!","SHOW",2007,NA,22,4,4.1,118,4.221,6,"animation","Canada"
"Waist Deep","MOVIE",2006,"R",97,NA,5.8,9957,10.736,6.6,"thriller","USA"
"Naruto: Guardians of the Crescent Moon Kingdom","MOVIE",2006,"PG-13",95,NA,6.4,3975,64.608,7.1,"action","Japan"
"First Sunday","MOVIE",2008,"PG-13",96,NA,4.5,10834,10.605,5.7,"comedy","USA"
"Einsatzgruppen: The Nazi Death Squads","SHOW",2009,"TV-14",44,1,7.6,603,2.496,7.3,"documentation","France"
"This Is the Life","MOVIE",2008,NA,97,NA,6.3,263,2.163,7.4,"documentation","USA"
"My Suicide","MOVIE",2009,"R",107,NA,7,1936,5.485,6.1,"comedy","USA"
"Kyaa Kool Hai Hum","MOVIE",2005,NA,172,NA,6.1,3507,2.81,4.9,"comedy","India"
"Kung Fu Panda Awesome Secrets","SHOW",2008,NA,0,1,7.2,55,NA,NA,"action","USA"
"Divine Intervention","MOVIE",2002,NA,92,NA,6.6,3598,3.301,6.4,"drama","Other"
"Accident","MOVIE",2009,"R",89,NA,6.6,3284,6.595,6.6,"thriller","Other"
"Zach Galifianakis: Live at the Purple Onion","MOVIE",2007,NA,61,NA,NA,NA,6.223,7,"comedy","USA"
"Naruto: Legend of the Stone of Gelel","MOVIE",2005,"PG-13",96,NA,6.4,4297,45.717,6.6,"fantasy","Japan"
"Jim Gaffigan: Beyond the Pale","MOVIE",2006,NA,72,NA,7.9,3940,4.223,7.1,"comedy","USA"
"Dreamworks Happy Holidays from Madagascar","SHOW",2005,"TV-PG",0,1,6.5,96,3.42,NA,"animation","USA"
"Billu","MOVIE",2009,"PG",137,NA,6.3,11747,7.659,6.5,"drama","India"
"Half & Half","SHOW",2002,"TV-14",21,4,7,1827,5.019,8.1,"comedy","USA"
"The Qin Empire","SHOW",2009,"TV-MA",46,3,NA,NA,74.088,8.7,"war","China"
"Timmy Time","SHOW",2009,"TV-Y",14,3,6.9,1083,17.668,6.6,"comedy","UK"
"Cairo 6,7,8","MOVIE",2010,NA,100,NA,7.4,4346,4.851,7.7,"drama","Other"
"Dil Chahta Hai","MOVIE",2001,"G",183,NA,8.1,71167,9.318,7,"drama","India"
"Trailer Park Boys: Countdown to Liquor Day","MOVIE",2009,"R",101,NA,7.3,7451,5.588,6.8,"comedy","Canada"
"Bleach the Movie: Hell Verse","MOVIE",2010,"PG-13",94,NA,7.4,2416,45.266,7.4,"fantasy","Japan"
"Whisky","MOVIE",2004,NA,99,NA,7.1,6249,3.728,6.8,"drama","Germany"
"EMI","MOVIE",2008,NA,128,NA,4.4,604,1.452,7,"drama","India"
"Vientos de agua","SHOW",2006,"TV-MA",72,1,8.7,1034,2.452,9,"drama","Spain"
"Naruto Shippuden the Movie: The Lost Tower","MOVIE",2010,"PG-13",85,NA,6.9,3567,104.166,7,"action","Japan"
"Naruto Shippuden the Movie: Bonds","MOVIE",2008,"PG-13",90,NA,6.8,4473,76.107,7.2,"fantasy","Japan"
"Naruto Shippuden the Movie: The Will of Fire","MOVIE",2009,"PG-13",95,NA,7,3626,79.113,7.3,"action","Japan"
"Linewatch","MOVIE",2008,"R",90,NA,5.4,2862,5.456,5.2,"thriller","USA"
"The Boy Who Cried Werewolf","MOVIE",2010,"G",97,NA,5.9,3264,12.362,6.5,"fantasy","USA"
"Dostana","MOVIE",2008,"PG-13",145,NA,6.5,14944,6.172,6.2,"drama","USA"
"Whitney Cummings: Money Shot","MOVIE",2010,NA,48,NA,6.2,907,2,5.9,"comedy","USA"
"Don","MOVIE",2006,"PG-13",178,NA,7.1,36836,7.261,7.1,"thriller","India"
"Rock On!!","MOVIE",2008,NA,144,NA,7.7,21963,4.435,6.9,"drama","India"
"Eternal Summer","MOVIE",2006,NA,105,NA,7,2630,4.393,5.5,"romance","Taiwan"
"Mike Birbiglia: What I Should Have Said Was Nothing","MOVIE",2008,NA,60,NA,7.6,1789,4.893,7.5,"comedy","USA"
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom","MOVIE",2008,"PG-13",95,NA,7,1189,27.125,7.1,"action","Japan"
"Welcome","MOVIE",2007,NA,160,NA,6.9,21799,9.285,6.5,"romance","India"
"Just Another Love Story","MOVIE",2007,NA,100,NA,7.2,4849,4.321,6.7,"thriller","Other"
"Arahan","MOVIE",2004,NA,114,NA,6.6,3813,6.41,6.5,"thriller","Korea"
"Phir Hera Pheri","MOVIE",2006,NA,155,NA,7.1,22505,6.023,6.4,"comedy","India"
"Bleach the Movie: Fade to Black","MOVIE",2008,"PG-13",94,NA,7.2,2151,32.64,7,"fantasy","Japan"
"Rang De Basanti","MOVIE",2006,"PG-13",157,NA,8.1,118092,8.761,7.2,"comedy","India"
"Oscar's Oasis","SHOW",2010,"TV-Y",9,1,7.4,572,7.759,7.3,"animation","France"
"Swades","MOVIE",2004,"G",189,NA,8.1,89085,7.152,7.4,"drama","India"
"Kaal","MOVIE",2005,NA,127,NA,4.7,5309,2.952,4.3,"thriller","India"
"Sorry to Disturb","MOVIE",2008,NA,116,NA,8,5824,4.825,6.4,"thriller","Other"
"2 Alone in Paris","MOVIE",2008,NA,94,NA,5.4,2482,6.269,5.1,"comedy","France"
"Delhi-6","MOVIE",2009,NA,141,NA,6.1,7683,3.091,5.8,"drama","India"
"Kal Ho Naa Ho","MOVIE",2003,"PG",186,NA,7.9,68028,10.229,7.5,"drama","India"
"Sivaji: The Boss","MOVIE",2007,"PG-13",189,NA,7.5,19556,5.544,7,"drama","India"
"Ishqiya","MOVIE",2010,"R",115,NA,7.3,10415,5.089,6.3,"comedy","India"
"Trotro","SHOW",2004,"TV-G",3,2,6.2,120,2.886,7.2,"animation","France"
"Guzaarish","MOVIE",2010,"PG",126,NA,7.4,18466,7.257,7.4,"drama","India"
"A Lion in the House","MOVIE",2006,NA,225,NA,8.7,312,2.821,6.5,"documentation","USA"
"Oye Lucky! Lucky Oye!","MOVIE",2008,NA,126,NA,7.7,17411,4.18,6.9,"comedy","India"
"Love in a Puff","MOVIE",2010,NA,104,NA,7.1,2558,4.322,7.1,"romance","Other"
"Kabhi Alvida Naa Kehna","MOVIE",2006,"PG",193,NA,6,19797,8.285,6.4,"drama","India"
"Black Friday","MOVIE",2004,"R",143,NA,8.4,20611,7.425,7.4,"crime","India"
"Kevin James: Sweat the Small Stuff","MOVIE",2001,NA,42,NA,7.4,1083,3.702,7.4,"comedy","USA"
"Connected","MOVIE",2008,NA,110,NA,6.6,2256,7.895,6.3,"thriller","China"
"Vivah","MOVIE",2006,NA,175,NA,6.6,9793,5.736,6.4,"drama","India"
"Golmaal Returns","MOVIE",2008,"PG",135,NA,5.1,7884,3.325,4.9,"comedy","India"
"Jim Gaffigan: King Baby","MOVIE",2009,NA,72,NA,7.7,2548,6.123,7,"comedy","USA"
"The Trailer Park Boys Xmas Special","MOVIE",2004,NA,57,NA,8,3422,3.316,7.3,"comedy","Canada"
"Bluffmaster!","MOVIE",2005,"PG",137,NA,6.6,6313,3.463,5.8,"drama","India"
"Inuyasha the Movie 4: Fire on the Mystic Island","MOVIE",2004,"PG-13",88,NA,7.2,1826,37.944,7.7,"fantasy","Japan"
"My Führer","MOVIE",2007,NA,89,NA,5.5,4430,7.987,5.7,"drama","Germany"
"Vizontele","MOVIE",2001,NA,110,NA,8,36291,7.237,7.2,"comedy","Turkey"
"Tayo the Little Bus","SHOW",2010,"TV-Y",11,6,5.2,156,6.172,6.3,"animation","Korea"
"Autumn's Concerto","SHOW",2009,"TV-14",58,1,7.9,475,9.386,7.8,"drama","Taiwan"
"Sir! No Sir!","MOVIE",2005,NA,85,NA,7.6,778,1.911,7,"war","USA"
"DreamWorks Spooky Stories","SHOW",2009,"TV-PG",26,1,6.2,19,0.651,NA,"animation","USA"
"Inuyasha the Movie: Affections Touching Across Time","MOVIE",2001,"PG-13",99,NA,7.2,2570,29.842,7.6,"action","Japan"
"Once Upon a Time in Mumbaai","MOVIE",2010,"PG-13",132,NA,7.4,17494,4.19,6.6,"thriller","India"
"Guru","MOVIE",2007,"PG-13",166,NA,7.7,23541,5.319,6.8,"romance","India"
"Main Hoon Na","MOVIE",2004,"PG",179,NA,7,35142,8.106,6.9,"drama","India"
"Romantik Komedi","MOVIE",2010,"G",110,NA,5.3,5060,4.185,4.8,"romance","Turkey"
"Jeff Dunham's Very Special Christmas Special","MOVIE",2008,"PG-13",85,NA,7.4,3028,4.188,7,"comedy","USA"
"Paheli","MOVIE",2005,"PG-13",141,NA,6.3,13206,5.94,6.3,"fantasy","India"
